product_id,product_name,product_brand,year,product_price,product_quantity
485,Minix NEO X5,Set Top Box,2020-08,161.99,244
486,Windows 10-based PC,Desktop,2018-09,189,14
487,Playstation 4,Game Console,2023-09,28.99,195
488,Playstation 4,Game Console,2023-11,192.99,94
489,Xbox One S,Game Console,2022-05,168.95,19
490,Windows 10-based PC,Desktop,2021-01,110.99,66
491,Sony Xperia Z4 Tablet,Tablet,2021-05,25.95,133
492,Playstation Vita,Game Console,2022-05,157.95,89
493,Apple TV 4th Gen,Set Top Box,2022-07,74,225
494,Google Pixel C,Tablet,2020-12,87.95,212
495,Apple iPhone 8 Plus,iPhone,2018-10,110,143
496,Apple iPhone 7,iPhone,2023-06,37.99,20
497,Nexus 6P,Android Mobile,2021-02,163.95,254
498,Sony Xperia Z5,Android Mobile,2019-10,42.99,216
499,Nvidia Shield Tablet K1,Tablet,2022-04,103.99,16
500,Samsung Galaxy Tab A,Tablet,2020-02,196.95,184
501,Chromecast,Set Top Box,2020-11,100.95,133
502,Samsung Galaxy S7,Android Mobile,2020-06,109,129
503,Samsung Galaxy Tab A,Tablet,2022-12,177.99,104
504,Macbook,Desktop,2022-10,165.99,140
505,Sony Xperia Z4 Tablet,Tablet,2019-04,91.99,98
506,Windows 10-based PC,Desktop,2022-05,55.95,2
507,Samsung Galaxy Tab A,Tablet,2018-07,97.95,149
508,Amazon Kindle 3,E Reader,2019-05,172.99,14
509,Samsung Galaxy S8,Android Mobile,2020-09,107,147
510,Apple iPhone 6,iPhone,2019-12,99,66
511,Linux-based PC,Desktop,2018-06,105,28
512,Samsung Galaxy S7 Edge,Android Mobile,2023-10,181.99,3
513,Amazon Kindle Fire HDX 7,Tablet,2024-03,14.99,136
514,Apple iPhone X,iPhone,2024-01,67,178
515,Roku Ultra,Set Top Box,2019-03,160.99,170
516,Samsung Galaxy S6 Edge Plus,Android Mobile,2023-06,118.99,239
517,Apple iPhone XS,iPhone,2023-05,175.95,172
518,Windows 7-based PC,Desktop,2019-08,68,127
519,Apple iPhone 8,iPhone,2019-08,92.95,2
520,Samsung Galaxy S8,Android Mobile,2019-12,10,159
521,Samsung Galaxy Tab A,Tablet,2018-09,178,12
522,Nintendo 3DS,Game Console,2021-06,183.99,231
523,Nexus 6P,Android Mobile,2023-09,194.99,171
524,Samsung Galaxy S9,Android Mobile,2023-01,63,173
525,Samsung Galaxy S7,Android Mobile,2023-06,186.95,39
526,Macbook,Desktop,2021-01,184,118
527,Xbox One S,Game Console,2019-11,35.99,86
528,Sony Xperia Z5,Android Mobile,2020-08,90,215
529,Playstation Vita,Game Console,2020-08,47,93
530,HTC One X10,Android Mobile,2019-01,85,80
531,HTC One M9,Android Mobile,2023-03,170.99,250
532,Samsung Galaxy S9,Android Mobile,2020-10,96.99,138
533,Apple iPhone 7,iPhone,2018-09,102,191
534,Apple iPhone 8 Plus,iPhone,2019-11,11.99,4
535,Amazon Kindle 4,E Reader,2021-08,117.95,190
536,Samsung Galaxy S7,Android Mobile,2018-11,163.95,151
537,Xbox One,Game Console,2022-09,51.99,65
538,Samsung Galaxy S7,Android Mobile,2020-01,175.99,212
539,Samsung Galaxy S6,Android Mobile,2022-05,124.99,234
540,Windows 7-based PC,Desktop,2018-08,192.95,160
541,Windows 10-based PC,Desktop,2020-07,129.95,195
542,HTC One X10,Android Mobile,2022-06,164.95,233
543,Samsung Galaxy S8,Android Mobile,2019-01,166.95,188
544,Nintendo Wii U,Game Console,2018-05,187.99,13
545,Google Pixel C,Tablet,2022-04,51.99,7
546,Samsung Galaxy S7,Android Mobile,2023-08,45.99,143
547,Google Pixel C,Tablet,2023-10,42.99,164
548,Samsung Galaxy S6,Android Mobile,2023-08,71.95,133
549,Google Nexus Player,Set Top Box,2021-05,107.99,102
550,Sony Xperia XZ,Android Mobile,2022-03,174,66
551,Amazon Kindle 3,E Reader,2020-06,125.95,253
552,Sony Xperia Z4 Tablet,Tablet,2022-11,167.99,122
553,Linux-based PC,Desktop,2024-01,102.95,95
554,Nintendo Wii U,Game Console,2021-02,41,163
555,Sony Xperia Z4 Tablet,Tablet,2023-07,192.95,121
556,Samsung Galaxy Tab S3,Tablet,2023-08,148.95,171
557,Apple iPhone X,iPhone,2022-01,93.95,184
558,Nintendo 3DS,Game Console,2022-01,56.99,168
559,Samsung Galaxy Tab A,Tablet,2023-02,84.99,180
560,Apple iPhone 7,iPhone,2018-12,73,65
561,Apple iPhone 6,iPhone,2024-01,64,188
562,Roku Ultra,Set Top Box,2021-12,150.99,39
563,Apple iPhone 7,iPhone,2022-04,142,117
564,Apple iPhone XS,iPhone,2019-09,15,209
565,Apple TV 4th Gen,Set Top Box,2021-10,31.95,247
566,Windows 10-based PC,Desktop,2021-01,131.95,94
567,Apple TV 5th Gen 4K,Set Top Box,2018-07,107.95,99
568,Chromecast,Set Top Box,2018-08,136.99,55
569,Amazon Kindle 4,E Reader,2022-09,60,35
570,Playstation Vita,Game Console,2018-09,35.95,122
571,Samsung Galaxy S8,Android Mobile,2024-03,61.99,117
572,LG G Pad 7.0,Tablet,2019-06,54.99,150
573,Samsung Galaxy S9,Android Mobile,2022-07,119.99,225
574,Amazon 4K Fire TV,Set Top Box,2019-12,191,30
575,Minix NEO X5,Set Top Box,2024-03,90,206
576,Google Pixel C,Tablet,2020-05,21,123
577,Apple iPhone XS Max,iPhone,2022-11,188,220
578,HTC One M9,Android Mobile,2019-12,10.99,167
579,Apple iPhone 7,iPhone,2018-08,94.99,13
580,Playstation 4,Game Console,2024-02,188,121
581,HTC One X10,Android Mobile,2020-02,60.95,49
582,HTC One M9,Android Mobile,2018-09,94,2
583,Apple iPhone 8,iPhone,2019-12,189.99,84
584,Apple iPhone 8 Plus,iPhone,2021-10,26.99,29
585,LG G Pad 7.0,Tablet,2024-02,149.99,88
586,Samsung Galaxy S8,Android Mobile,2020-03,57,12
587,Nintendo 3DS,Game Console,2020-04,137.99,153
588,Nvidia Shield Tablet K1,Tablet,2022-11,117,123
589,Nintendo 3DS,Game Console,2020-01,153,167
590,Chromebook,Desktop,2023-07,138.95,113
591,Apple TV 5th Gen 4K,Set Top Box,2020-03,110.95,20
592,Xbox One S,Game Console,2022-12,110.95,52
593,Linux-based PC,Desktop,2023-09,47,242
594,Sony Xperia XZ,Android Mobile,2019-02,111,204
595,Apple iPhone XS,iPhone,2023-06,181,160
596,Xbox One,Game Console,2019-03,91.99,109
597,Apple iPhone XS Max,iPhone,2022-10,49.99,145
598,Google Pixel C,Tablet,2021-08,116,35
599,Samsung Galaxy S8,Android Mobile,2020-02,100.99,185
600,Windows 10-based PC,Desktop,2021-11,171.95,19
601,Windows 10-based PC,Desktop,2022-03,120.95,201
602,HTC One X10,Android Mobile,2019-11,68,250
603,Chromecast,Set Top Box,2021-04,39.99,29
604,Samsung Galaxy S8,Android Mobile,2021-10,36,7
605,Nintendo 3DS,Game Console,2019-09,138.95,160
606,Linux-based PC,Desktop,2021-01,104,48
607,Samsung Galaxy S8,Android Mobile,2021-08,18.95,250
608,Macbook,Desktop,2018-04,192.95,32
609,LG G Pad 7.0,Tablet,2018-08,118,204
610,Apple iPhone XS Max,iPhone,2019-02,177.99,203
611,Samsung Galaxy S6 Edge Plus,Android Mobile,2023-04,101,216
612,Amazon Kindle 4,E Reader,2023-01,164.95,76
613,Apple TV 4th Gen,Set Top Box,2022-02,78,111
614,Amazon 4K Fire TV,Set Top Box,2021-06,167,44
615,Apple TV 5th Gen 4K,Set Top Box,2018-04,26.99,232
616,Apple iPhone XR,iPhone,2023-11,35.99,198
617,LG G Pad 7.0,Tablet,2020-01,164.99,87
618,Samsung Galaxy S9,Android Mobile,2023-09,50.99,219
619,Apple iPhone XS,iPhone,2023-02,87.95,67
620,Google Pixel C,Tablet,2023-02,33.99,55
621,Apple iPhone 7,iPhone,2020-08,35.99,11
622,Xbox One,Game Console,2023-08,133.99,161
623,Macbook,Desktop,2021-10,45.99,99
624,Samsung Galaxy Tab A,Tablet,2023-11,75.99,255
625,Xbox One S,Game Console,2019-08,50.95,35
626,Apple iPhone XR,iPhone,2018-06,73.99,165
627,Apple TV 4th Gen,Set Top Box,2019-03,22.99,6
628,Sony Xperia XZ,Android Mobile,2020-09,74.95,198
629,Amazon Kindle 4,E Reader,2020-05,177.95,184
630,Windows 10-based PC,Desktop,2023-11,191,121
631,Nvidia Shield Tablet K1,Tablet,2024-01,111.95,29
632,HTC One X10,Android Mobile,2022-10,192.99,238
633,Roku Ultra,Set Top Box,2019-12,22.95,111
634,Nintendo Wii U,Game Console,2023-06,138.95,75
635,Samsung Galaxy S7 Edge,Android Mobile,2023-05,80.95,77
636,Playstation Vita,Game Console,2019-11,87.95,204
637,Samsung Galaxy Tab S3,Tablet,2020-12,184.99,201
638,Samsung Galaxy Tab A,Tablet,2023-07,107.95,193
639,Minix NEO X5,Set Top Box,2022-03,75.99,30
640,Minix NEO X5,Set Top Box,2023-09,199,173
641,Google Nexus Player,Set Top Box,2019-12,155.95,31
642,Apple TV 5th Gen 4K,Set Top Box,2023-05,131,7
643,Amazon Kindle 4,E Reader,2023-11,84,95
644,Apple iPhone XS Max,iPhone,2022-12,183.95,16
645,LG G Pad 7.0,Tablet,2019-02,126,124
646,Windows 10-based PC,Desktop,2022-06,64,47
647,HTC One X10,Android Mobile,2023-09,152.99,167
648,Apple TV 5th Gen 4K,Set Top Box,2024-03,194.99,132
649,Apple iPhone 6,iPhone,2019-06,197,163
650,Samsung Galaxy Tab S3,Tablet,2022-03,87.99,57
651,Nexus 6P,Android Mobile,2019-12,115.99,198
652,Google Nexus Player,Set Top Box,2022-03,196,218
653,Samsung Galaxy S7 Edge,Android Mobile,2022-06,113,251
654,Sony Xperia XZ,Android Mobile,2023-10,104.99,160
655,Apple iPhone 7,iPhone,2019-09,129,217
656,Amazon Kindle Fire HDX 7,Tablet,2021-02,173.99,120
657,Samsung Galaxy S7 Edge,Android Mobile,2019-08,140.95,149
658,Windows 7-based PC,Desktop,2023-06,12.99,191
659,Samsung Galaxy S8,Android Mobile,2019-06,197.99,156
660,Amazon Kindle 3,E Reader,2021-04,16,86
661,Apple iPhone X,iPhone,2022-04,49,77
662,Samsung Galaxy Tab A,Tablet,2023-09,106,88
663,Chromebook,Desktop,2021-12,168.95,251
664,Roku Ultra,Set Top Box,2022-08,198.99,77
665,Samsung Galaxy Tab A,Tablet,2023-01,199,185
666,LG G Pad 7.0,Tablet,2022-02,154.95,21
667,Apple iPhone X,iPhone,2023-04,39.99,90
668,Apple iPhone XR,iPhone,2020-08,103.99,204
669,Roku Ultra,Set Top Box,2020-02,134,177
670,Apple iPhone 6,iPhone,2021-04,59,175
671,Minix NEO X5,Set Top Box,2019-12,42.99,93
672,Samsung Galaxy S7 Edge,Android Mobile,2024-01,53.99,66
673,Samsung Galaxy Tab A,Tablet,2020-08,34.95,211
674,Amazon 4K Fire TV,Set Top Box,2021-08,153,127
675,Windows 10-based PC,Desktop,2021-06,174.95,63
676,Chromecast,Set Top Box,2023-07,83.95,248
677,HTC One M9,Android Mobile,2022-06,154,108
678,Google Nexus Player,Set Top Box,2023-11,192.99,42
679,Xbox One S,Game Console,2018-06,147.99,25
680,Apple iPhone 8 Plus,iPhone,2020-09,106.95,240
681,Chromecast,Set Top Box,2020-10,82,205
682,Apple iPhone XS,iPhone,2018-12,87,166
683,HTC One X10,Android Mobile,2020-02,102.95,231
684,Apple iPhone XS,iPhone,2021-08,181.99,119
685,Amazon Kindle Fire HDX 7,Tablet,2018-05,147.99,88
686,Apple iPhone XR,iPhone,2022-01,52.99,216
687,Samsung Galaxy S8,Android Mobile,2024-02,156,75
688,HTC One M9,Android Mobile,2021-09,158.99,70
689,Apple TV 4th Gen,Set Top Box,2020-12,180,177
690,Samsung Galaxy S7 Edge,Android Mobile,2022-05,62.99,116
691,Roku Ultra,Set Top Box,2023-01,192,235
692,Apple iPhone 7,iPhone,2022-06,71.95,119
693,Amazon Kindle Fire HDX 7,Tablet,2020-01,108.99,54
694,Nintendo 3DS,Game Console,2021-06,162.99,59
695,Apple iPhone 8,iPhone,2020-12,62,70
696,Apple iPhone XR,iPhone,2021-12,64.99,111
697,Amazon 4K Fire TV,Set Top Box,2019-04,160.95,208
698,Apple iPhone 7,iPhone,2021-10,98.95,60
699,Apple iPhone 8 Plus,iPhone,2018-06,19.99,106
700,Nintendo Wii U,Game Console,2018-06,159.95,245
701,Apple TV 4th Gen,Set Top Box,2018-06,196,168
702,Apple iPhone 8 Plus,iPhone,2020-01,197.95,203
703,Amazon Kindle 3,E Reader,2020-04,174.99,163
704,Samsung Galaxy Tab S3,Tablet,2020-09,142,11
705,Apple iPhone 8 Plus,iPhone,2021-11,106,29
706,Xbox One,Game Console,2022-12,150.95,13
707,Playstation Vita,Game Console,2023-06,38,162
708,Apple iPhone 7 Plus,iPhone,2018-12,55.99,139
709,Samsung Galaxy S8,Android Mobile,2018-09,107.95,119
710,Apple TV 5th Gen 4K,Set Top Box,2023-12,60.99,80
711,Samsung Galaxy S9,Android Mobile,2021-10,75.95,196
712,Apple iPhone XS,iPhone,2020-10,127.99,177
713,Amazon 4K Fire TV,Set Top Box,2023-12,38.99,255
714,Roku Ultra,Set Top Box,2021-01,107.99,106
715,Xbox One S,Game Console,2022-12,64,45
716,LG G Pad 7.0,Tablet,2022-06,10,7
717,Amazon Kindle 4,E Reader,2018-09,99.95,117
718,HTC One X10,Android Mobile,2019-09,13.99,43
719,Apple iPhone 7,iPhone,2018-12,95.99,204
720,Chromebook,Desktop,2023-06,138.99,192
721,Samsung Galaxy S8,Android Mobile,2023-10,124,94
722,Samsung Galaxy S9,Android Mobile,2019-09,25.95,71
723,Samsung Galaxy S8,Android Mobile,2019-05,33.95,0
724,Minix NEO X5,Set Top Box,2019-12,158.99,207
725,Xbox One,Game Console,2021-07,63.99,104
726,Apple iPhone 8,iPhone,2019-02,164.99,152
727,Nintendo Wii U,Game Console,2020-08,112.99,24
728,Samsung Galaxy Tab A,Tablet,2021-10,191.95,217
729,Nintendo Wii U,Game Console,2021-08,64,110
730,Apple iPhone XR,iPhone,2023-02,30.99,191
731,Apple iPhone 7,iPhone,2023-01,161.99,24
732,Apple iPhone 7,iPhone,2023-03,96,253
733,Apple iPhone X,iPhone,2023-09,112,79
734,Sony Xperia Z4 Tablet,Tablet,2018-08,39.95,202
735,HTC One X10,Android Mobile,2023-06,104.95,3
736,Sony Xperia Z5,Android Mobile,2022-07,126.99,77
737,Windows 7-based PC,Desktop,2023-07,169.99,67
738,Apple iPhone 8 Plus,iPhone,2022-06,105.95,199
739,Xbox One,Game Console,2019-10,194,13
740,Samsung Galaxy S6 Edge Plus,Android Mobile,2021-08,116.95,187
741,Playstation 4,Game Console,2022-01,43.99,90
742,Samsung Galaxy S8,Android Mobile,2020-06,90.95,132
743,Xbox One S,Game Console,2023-04,106,36
744,Apple iPhone XR,iPhone,2020-07,33.95,129
745,Xbox One S,Game Console,2019-09,143.99,10
746,Google Nexus Player,Set Top Box,2021-10,162.99,68
747,Sony Xperia XZ,Android Mobile,2021-08,171.99,13
748,Samsung Galaxy S8,Android Mobile,2021-07,24,71
749,Apple iPhone XS,iPhone,2020-08,75.99,180
750,Samsung Galaxy S7,Android Mobile,2018-06,16,91
751,Samsung Galaxy Tab A,Tablet,2018-07,35,39
752,Xbox One,Game Console,2019-02,185,43
753,Amazon Kindle Fire HDX 7,Tablet,2020-07,121.99,133
754,Google Pixel C,Tablet,2023-11,135.99,87
755,Minix NEO X5,Set Top Box,2022-02,23.99,151
756,Nintendo 3DS,Game Console,2022-05,160.99,81
757,Chromebook,Desktop,2022-11,141.95,35
758,Nintendo 3DS,Game Console,2023-11,165,85
759,Samsung Galaxy S7 Edge,Android Mobile,2022-08,41,43
760,Samsung Galaxy S6,Android Mobile,2022-06,10,141
761,Samsung Galaxy S9,Android Mobile,2024-03,77.99,231
762,Apple iPhone 7 Plus,iPhone,2020-10,149.95,0
763,Sony Xperia Z5,Android Mobile,2019-10,33,118
764,HTC One X10,Android Mobile,2024-03,174,192
765,Macbook,Desktop,2023-05,48,11
766,Sony Xperia Z5,Android Mobile,2023-03,14,250
767,Apple iPhone 6,iPhone,2020-02,124.95,252
768,LG G Pad 7.0,Tablet,2020-11,157.95,230
769,Windows 10-based PC,Desktop,2024-01,121,144
770,HTC One M9,Android Mobile,2022-03,131,70
771,Sony Xperia Z5,Android Mobile,2018-04,128,163
772,Apple iPhone XS,iPhone,2019-05,104.99,26
773,Apple iPhone 8 Plus,iPhone,2018-08,180.99,2
774,LG G Pad 7.0,Tablet,2022-02,109.99,100
775,Samsung Galaxy S7 Edge,Android Mobile,2021-09,163,30
776,Playstation 4,Game Console,2018-09,135.95,252
777,Windows 7-based PC,Desktop,2018-06,60.99,105
778,Apple iPhone 8 Plus,iPhone,2023-11,156,110
779,Apple iPhone XS,iPhone,2021-02,122.99,152
780,Xbox One S,Game Console,2021-09,117.99,129
781,Amazon Kindle 4,E Reader,2024-02,188.95,56
782,Apple iPhone X,iPhone,2023-04,147.95,16
783,Apple iPhone XS,iPhone,2018-05,151,200
784,Samsung Galaxy S9,Android Mobile,2019-05,93,95
785,Apple TV 5th Gen 4K,Set Top Box,2021-02,101,14
786,Apple iPhone 8,iPhone,2024-03,15.99,216
787,Minix NEO X5,Set Top Box,2022-05,183,172
788,Samsung Galaxy S6,Android Mobile,2018-09,126.95,139
789,Sony Xperia Z5,Android Mobile,2023-10,83.99,220
790,Amazon Kindle Fire HDX 7,Tablet,2019-06,195.99,244
791,Samsung Galaxy S7 Edge,Android Mobile,2023-03,13.99,181
792,Macbook,Desktop,2023-07,84,140
793,Apple iPhone XS,iPhone,2023-02,159.99,118
794,Apple iPhone XS Max,iPhone,2023-03,157.95,84
795,Macbook,Desktop,2022-02,132.95,166
796,Apple iPhone 8 Plus,iPhone,2022-08,27,91
797,Samsung Galaxy Tab S3,Tablet,2018-11,21.99,230
798,Windows 7-based PC,Desktop,2018-11,67,34
799,Sony Xperia Z4 Tablet,Tablet,2018-05,18,169
800,Roku Ultra,Set Top Box,2021-03,132.95,148
801,Xbox One S,Game Console,2023-03,43,60
802,Playstation 4,Game Console,2022-09,137.99,223
803,Chromecast,Set Top Box,2019-01,41.99,141
804,Sony Xperia Z4 Tablet,Tablet,2022-11,142.95,188
805,Nintendo 3DS,Game Console,2022-12,117.99,166
806,Sony Xperia Z4 Tablet,Tablet,2021-05,53.99,74
807,Playstation 4,Game Console,2020-11,13,165
808,Samsung Galaxy S6,Android Mobile,2018-07,35,34
809,Macbook,Desktop,2022-11,45.95,214
810,Google Nexus Player,Set Top Box,2022-03,102.99,6
811,Macbook,Desktop,2021-08,76.95,176
812,Nexus 6P,Android Mobile,2020-09,93.99,53
813,Xbox One,Game Console,2022-09,43,201
814,Chromecast,Set Top Box,2022-06,10,33
815,Xbox One S,Game Console,2021-12,196.99,115
816,Chromecast,Set Top Box,2020-02,190.99,192
817,HTC One X10,Android Mobile,2019-03,135.99,100
818,Amazon 4K Fire TV,Set Top Box,2021-07,105.99,237
819,Macbook,Desktop,2021-01,179.99,22
820,Apple iPhone XS,iPhone,2019-09,75,40
821,Nintendo Wii U,Game Console,2022-01,105.99,11
822,Playstation Vita,Game Console,2022-02,195.95,124
823,Amazon Kindle 4,E Reader,2022-09,72,68
824,Apple iPhone X,iPhone,2018-09,187,58
825,HTC One M9,Android Mobile,2020-05,182,235
826,Samsung Galaxy S9,Android Mobile,2022-07,45,14
827,Google Nexus Player,Set Top Box,2018-10,169.99,173
828,Windows 10-based PC,Desktop,2024-04,121.95,67
829,Apple iPhone 7 Plus,iPhone,2022-06,111,177
830,Samsung Galaxy S8,Android Mobile,2019-08,14.95,119
831,Nvidia Shield Tablet K1,Tablet,2023-09,73,148
832,Samsung Galaxy Tab S3,Tablet,2022-10,156.95,112
833,Sony Xperia Z4 Tablet,Tablet,2018-05,170,2
834,Windows 7-based PC,Desktop,2020-08,35.99,133
835,Nexus 6P,Android Mobile,2019-10,97.99,86
836,Xbox One,Game Console,2018-09,15.95,239
837,Chromebook,Desktop,2023-10,69,164
838,Sony Xperia Z5,Android Mobile,2021-07,47.99,171
839,Chromecast,Set Top Box,2020-04,63.99,70
840,Apple iPhone X,iPhone,2021-07,143.95,90
841,Minix NEO X5,Set Top Box,2018-04,141.95,181
842,Samsung Galaxy S6,Android Mobile,2021-04,158.95,236
843,Sony Xperia XZ,Android Mobile,2024-01,110.99,243
844,Amazon Kindle 3,E Reader,2019-11,67.99,7
845,Nintendo Wii U,Game Console,2021-07,164.99,157
846,Sony Xperia Z4 Tablet,Tablet,2021-09,18,14
847,Playstation 4,Game Console,2020-04,113,205
848,Roku Ultra,Set Top Box,2020-08,146,177
849,Roku Ultra,Set Top Box,2019-04,14.95,155
850,Xbox One,Game Console,2022-01,144.95,15
851,Apple iPhone 7,iPhone,2022-08,180.99,141
852,Samsung Galaxy S7 Edge,Android Mobile,2020-04,93.99,94
853,Samsung Galaxy S7,Android Mobile,2019-08,15.95,176
854,Playstation 4,Game Console,2019-01,76.99,251
855,Xbox One,Game Console,2021-12,25.99,80
856,Amazon Kindle 4,E Reader,2022-01,125.95,142
857,Chromebook,Desktop,2022-03,86,122
858,Google Pixel C,Tablet,2022-08,165.99,76
859,Xbox One,Game Console,2022-08,131.99,39
860,Apple iPhone X,iPhone,2021-06,23.95,110
861,Minix NEO X5,Set Top Box,2022-08,93,44
862,Samsung Galaxy S6,Android Mobile,2018-05,77.99,229
863,Minix NEO X5,Set Top Box,2023-02,78.99,22
864,Samsung Galaxy S6 Edge Plus,Android Mobile,2020-05,166.95,186
865,Apple iPhone 6,iPhone,2020-07,112,27
866,Playstation 4,Game Console,2022-02,165.95,43
867,Apple iPhone XS,iPhone,2022-12,146,206
868,Apple iPhone 8,iPhone,2019-02,97.95,55
869,Samsung Galaxy Tab A,Tablet,2018-12,16,253
870,Amazon Kindle 4,E Reader,2018-11,41.99,171
871,Apple iPhone XR,iPhone,2020-05,100,48
872,Windows 10-based PC,Desktop,2023-09,54.95,69
873,Samsung Galaxy S8,Android Mobile,2019-07,49.95,148
874,Apple iPhone XS Max,iPhone,2019-04,10,230
875,Samsung Galaxy Tab A,Tablet,2019-09,67.99,53
876,Apple TV 4th Gen,Set Top Box,2021-07,61.99,181
877,Apple iPhone 8,iPhone,2022-02,146.99,238
878,LG G Pad 7.0,Tablet,2021-02,183.95,28
879,Samsung Galaxy S6,Android Mobile,2019-08,48,147
880,Apple iPhone 8 Plus,iPhone,2018-04,54,145
881,Apple iPhone X,iPhone,2023-03,181.95,248
882,Windows 7-based PC,Desktop,2024-02,138.99,91
883,Apple TV 5th Gen 4K,Set Top Box,2020-01,112.99,254
884,Apple iPhone XS,iPhone,2022-12,60.95,169
885,Google Nexus Player,Set Top Box,2021-08,37.95,202
886,Windows 10-based PC,Desktop,2022-05,75.95,122
887,Windows 10-based PC,Desktop,2018-07,92.99,63
888,Windows 10-based PC,Desktop,2023-02,58.99,226
889,Apple iPhone 8 Plus,iPhone,2019-10,173,61
890,Apple iPhone XS Max,iPhone,2019-11,57.95,42
891,Playstation 4,Game Console,2019-09,153,9
892,Amazon Kindle 3,E Reader,2021-12,28,11
893,Apple iPhone 6,iPhone,2021-04,121.99,92
894,Google Nexus Player,Set Top Box,2019-02,53.99,151
895,Apple iPhone XS Max,iPhone,2018-07,117.95,216
896,Linux-based PC,Desktop,2020-12,100.99,182
897,Chromecast,Set Top Box,2020-03,168.95,5
898,Nvidia Shield Tablet K1,Tablet,2019-04,129.99,10
899,Chromecast,Set Top Box,2023-12,33,233
900,HTC One M9,Android Mobile,2023-12,124.95,142
901,Samsung Galaxy S7,Android Mobile,2018-12,17,147
902,Apple iPhone 8,iPhone,2018-06,22.99,179
903,Samsung Galaxy S9,Android Mobile,2018-08,102,180
904,Samsung Galaxy S7,Android Mobile,2018-09,111.95,83
905,Nexus 6P,Android Mobile,2021-10,174.99,93
906,Apple iPhone X,iPhone,2023-07,96,72
907,Apple TV 5th Gen 4K,Set Top Box,2023-09,106.95,46
908,Amazon 4K Fire TV,Set Top Box,2022-01,133,229
909,Amazon Kindle Fire HDX 7,Tablet,2018-12,42.95,219
910,Sony Xperia Z5,Android Mobile,2023-12,70.99,200
911,Nexus 6P,Android Mobile,2021-09,166,22
912,Nintendo 3DS,Game Console,2024-02,39.99,29
913,Macbook,Desktop,2022-03,102.99,142
914,Macbook,Desktop,2021-08,63.99,148
915,Amazon 4K Fire TV,Set Top Box,2018-10,179.95,147
916,Sony Xperia XZ,Android Mobile,2020-11,72.95,149
917,Sony Xperia Z5,Android Mobile,2023-10,87,255
918,Amazon 4K Fire TV,Set Top Box,2023-05,159.95,128
919,Windows 10-based PC,Desktop,2020-03,138,32
920,Chromebook,Desktop,2021-05,20.95,19
921,Samsung Galaxy S9,Android Mobile,2021-06,152.99,220
922,Nvidia Shield Tablet K1,Tablet,2023-01,120.99,139
923,LG G Pad 7.0,Tablet,2018-04,73.95,180
924,Apple iPhone X,iPhone,2020-02,57,191
925,Minix NEO X5,Set Top Box,2021-09,78,114
926,Samsung Galaxy S6,Android Mobile,2018-07,159,62
927,Nintendo Wii U,Game Console,2019-12,20,67
928,Sony Xperia Z5,Android Mobile,2023-02,90.95,53
929,Roku Ultra,Set Top Box,2020-08,71,172
930,Sony Xperia XZ,Android Mobile,2023-10,65.95,158
931,Apple iPhone 8 Plus,iPhone,2021-06,24,6
932,Nintendo Wii U,Game Console,2019-01,143.95,82
933,Playstation 4,Game Console,2021-11,146.99,3
934,Amazon 4K Fire TV,Set Top Box,2022-04,196,134
935,Amazon Kindle 3,E Reader,2018-07,42.99,247
936,Windows 7-based PC,Desktop,2022-06,27.99,88
937,Amazon Kindle Fire HDX 7,Tablet,2018-12,139.99,15
938,Playstation Vita,Game Console,2018-08,18,90
939,Roku Ultra,Set Top Box,2022-02,128.95,15
940,Samsung Galaxy S6 Edge Plus,Android Mobile,2022-02,100,126
941,Macbook,Desktop,2019-03,128.95,33
942,Xbox One S,Game Console,2022-11,18.99,163
943,Apple iPhone 8 Plus,iPhone,2019-03,36.95,54
944,Apple iPhone 8,iPhone,2023-05,54.99,28
945,Apple iPhone XS Max,iPhone,2023-03,196,240
946,Macbook,Desktop,2019-09,90.95,54
947,Samsung Galaxy S6 Edge Plus,Android Mobile,2022-05,109.95,198
948,Apple TV 5th Gen 4K,Set Top Box,2018-05,41,162
949,Amazon Kindle 3,E Reader,2018-09,162.99,72
950,Apple iPhone XS,iPhone,2019-08,82,10
951,Apple iPhone X,iPhone,2019-04,196.99,175
952,Windows 7-based PC,Desktop,2022-06,132.95,38
953,Apple iPhone 7,iPhone,2019-05,154.99,142
954,Nvidia Shield Tablet K1,Tablet,2020-07,168,166
955,Chromecast,Set Top Box,2018-05,165.95,103
956,Samsung Galaxy S6,Android Mobile,2018-11,118.99,70
957,Samsung Galaxy S6,Android Mobile,2018-07,67,142
958,Playstation 4,Game Console,2022-12,101,153
959,HTC One M9,Android Mobile,2021-03,116.95,102
960,Amazon Kindle Fire HDX 7,Tablet,2021-04,29.99,214
961,Windows 10-based PC,Desktop,2020-10,193,10
962,Xbox One S,Game Console,2023-02,22.95,88
963,Apple iPhone 7 Plus,iPhone,2021-03,82.95,70
964,Apple iPhone 7 Plus,iPhone,2020-08,64.95,208
965,Amazon Kindle 4,E Reader,2019-08,93,137
966,Amazon Kindle 4,E Reader,2019-08,24.95,87
967,Playstation Vita,Game Console,2018-12,82,20
968,Apple iPhone 7 Plus,iPhone,2018-04,150,211
969,Windows 10-based PC,Desktop,2019-10,51.95,167
970,Xbox One,Game Console,2020-10,52.95,251
971,Playstation Vita,Game Console,2020-10,124,61
972,Samsung Galaxy Tab A,Tablet,2020-02,39,106
